blueWins,blueKillDiff,blueDeathDiff,blueAssistsDiff,blueWardPlacedDiff,blueWardDestroyedDiff,blueAvgLvlDiff,blueTowerDestroyedDiff,blueCSPerMinDiff,dragTeam,heraldTeam,fbTeam
1,9,-9,6,3,-1,1,0,5.9,1,0,-1
1,1,-1,2,0,1,0.4,0,3.4,0,0,-1
0,2,-2,-2,3,0,0.4,0,6.9,0,0,1
1,1,-1,0,24,1,0.4,0,1.1,0,0,-1
1,1,-1,1,29,0,-0.6,0,-1.8,-1,1,1
0,3,-3,6,128,3,0.2,0,-1.5,1,0,1
1,3,-3,4,23,2,0.4,0,2.4,1,0,1
1,5,-5,4,-4,2,0.6,0,0.6,1,0,1
1,5,-5,3,3,4,0.4,0,-0.8,1,0,-1
1,-1,1,-2,-27,-5,0,0,-2,1,0,1
0,-2,2,-5,-2,-1,-0.4,0,-1.2,0,0,1
0,0,0,0,-30,-3,-0.2,0,0.3,-1,0,-1
1,2,-2,2,0,-1,0.2,0,4.2,1,0,1
0,3,-3,4,4,0,0.2,0,-3.5,1,-1,1
0,-3,3,-11,28,1,-0.2,0,-3.5,0,1,-1
0,-2,2,-6,-22,-1,-0.2,0,-5.8,-1,0,1
1,3,-3,7,0,1,-0.4,0,3.5,1,-1,1
0,3,-3,4,5,-1,0.6,0,3.9,0,-1,-1
1,4,-4,4,-5,4,0.6,0,4.5,1,1,1
0,4,-4,12,81,1,-0.4,0,-4.6,1,0,-1
1,-1,1,-5,-19,-1,0,0,0.2,1,1,1
1,4,-4,6,-25,3,0.4,0,1.3,-1,0,1
0,-1,1,1,1,-2,-0.4,0,-1.5,-1,0,-1
1,4,-4,1,-4,-1,0,0,2.7,-1,0,-1
1,4,-4,3,1,0,0.2,0,0.4,0,0,-1
1,1,-1,6,0,4,0,0,-2.6,1,0,-1
0,-1,1,1,0,0,0,0,-1.7,0,0,1
1,4,-4,1,-1,-4,0,0,1.3,-1,1,1
0,-3,3,-3,-1,0,-0.4,0,-3.7,1,1,-1
1,0,0,0,-3,-6,-0.2,0,-2.3,-1,0,-1
1,4,-4,7,2,3,0.4,0,-1.4,0,-1,-1
0,0,0,-3,0,-2,0,0,1.3,1,0,1
1,1,-1,-2,-5,0,0.4,0,-0.8,-1,0,-1
0,1,-1,3,3,0,0,0,0,1,1,1
1,7,-7,6,-1,1,0.6,0,4.1,1,-1,1
0,-5,5,-6,1,-3,-0.6,0,-3.8,-1,0,-1
0,-2,2,-10,-17,-2,0,0,2.6,-1,0,1
0,-4,4,0,3,-1,-0.4,-1,-2.5,1,-1,-1
1,3,-3,4,-48,0,0,0,4.6,1,0,1
0,-7,7,-4,-21,-1,-1.4,-1,-9.3,-1,-1,-1
0,-7,7,-7,9,-2,-0.6,0,-2.6,-1,0,-1
1,6,-6,2,-1,2,0.6,1,2.2,1,1,-1
1,8,-8,8,33,6,0.6,0,2.8,-1,0,1
0,-4,4,-6,-4,1,-0.6,0,-3.6,1,0,-1
0,-2,2,-6,-1,0,-0.2,0,0.3,0,-1,-1
0,-1,1,2,34,-2,-0.6,0,-1.1,1,0,-1
1,1,-1,4,25,-4,-0.2,0,-6,0,-1,-1
1,-1,1,1,-1,4,-0.2,0,0.3,1,0,1
0,-2,2,-2,19,0,0,0,-1.5,0,-1,-1
0,-5,5,-9,-8,3,0,0,1.4,-1,0,-1
1,0,0,-2,-5,0,0.2,0,1.4,-1,0,-1
0,0,0,-3,-7,0,-0.4,0,-1.9,-1,1,-1
1,0,0,2,2,1,0.6,0,-2.8,1,0,-1
1,-1,1,-1,-2,0,0.2,0,0.4,0,0,-1
1,5,-5,2,3,-2,0.2,0,3.2,-1,1,1
1,2,-2,1,-19,11,0.4,0,-0.6,0,1,-1
1,7,-7,7,-13,2,1,0,6.3,0,0,1
0,1,-1,3,-4,4,0,0,1.5,1,0,1
1,-1,1,0,22,1,-0.2,0,-6.3,0,0,-1
1,4,-4,2,135,-1,0.4,0,-0.6,-1,0,-1
0,0,0,3,26,-2,0.2,-1,-4,0,1,1
1,5,-5,0,5,4,0.4,0,3.8,0,0,1
1,1,-1,0,-3,0,-0.8,0,-2,1,-1,1
0,6,-6,14,5,-1,0.4,0,-4.6,1,-1,1
1,2,-2,4,-1,2,0,0,-2.9,1,1,1
1,3,-3,4,-9,2,0,0,-2.3,0,0,1
1,4,-4,0,35,3,0.2,0,-3.4,1,0,1
1,2,-2,6,5,1,0.2,1,2.8,1,1,1
1,7,-7,18,-5,4,0.6,0,2.7,-1,0,1
0,-7,7,-7,-24,0,-0.8,0,-2.6,-1,0,-1
0,-1,1,0,4,-1,-0.4,0,5,-1,-1,-1
0,-5,5,-7,-18,1,0,1,3.2,-1,0,-1
1,6,-6,4,-3,2,1,0,7.6,1,0,-1
0,-7,7,-8,-19,0,-0.8,0,-1.3,-1,0,-1
1,4,-4,8,-2,2,-0.2,0,3.7,1,0,1
1,3,-3,1,1,0,0.6,0,2.4,1,0,1
1,1,-1,0,-2,1,-0.6,0,-0.3,1,1,1
1,-1,1,-4,-32,-4,0,0,-2.9,1,0,-1
0,-1,1,1,-24,13,-0.2,0,0.3,1,1,1
1,1,-1,-4,-3,-1,0.4,0,2,0,0,-1
1,7,-7,10,0,1,0.8,0,-2.1,0,0,1
0,2,-2,3,2,0,0.2,0,-1.9,-1,0,-1
1,-2,2,-4,12,1,-0.2,0,-1.5,1,0,-1
1,11,-11,10,-2,0,0.8,0,4,1,1,1
0,-3,3,-3,-2,0,0,0,-0.2,-1,0,-1
1,-2,2,-4,-2,-3,-0.2,0,-2.6,-1,1,-1
0,-5,5,-1,-5,-2,-0.4,0,1,0,-1,-1
1,1,-1,-2,1,-1,0,0,4.7,0,0,-1
0,-3,3,-3,-87,0,0,0,1.1,1,0,-1
1,-1,1,0,-1,-2,0,-1,-4.7,1,-1,1
1,-1,1,-3,5,1,0,0,-0.8,-1,0,-1
1,-1,1,-5,20,1,0.2,0,2.4,-1,0,-1
1,-1,1,-2,-4,-2,-0.4,0,-1.3,-1,-1,1
1,3,-3,4,5,0,1,0,4.6,-1,0,1
1,-1,1,1,-3,-1,-0.2,0,-0.7,1,0,-1
1,3,-3,7,2,0,0,0,-0.1,1,0,1
1,3,-3,3,5,-1,0.4,0,4.5,-1,1,1
0,-9,9,-16,2,1,-0.8,0,-5.8,-1,-1,-1
1,0,0,-4,2,1,-0.2,0,3.4,1,-1,1
0,-1,1,4,1,1,0,0,-0.3,0,0,-1
0,-6,6,-5,-27,1,-0.2,0,-2.3,0,0,-1
0,-3,3,-3,-4,1,-0.6,0,-1.9,1,0,-1
1,-2,2,-3,-10,3,0.2,0,0.6,-1,0,-1
1,1,-1,3,3,3,0.4,0,-0.1,-1,-1,-1
0,0,0,-1,13,3,0,0,2.8,-1,0,-1
0,-4,4,-6,71,0,0,0,-1.5,-1,0,-1
1,8,-8,12,1,4,1,0,2.6,1,0,1
1,5,-5,4,-41,-1,0.6,0,0.9,0,1,1
1,0,0,3,4,0,-0.4,0,0.4,1,0,1
1,3,-3,6,2,3,-0.2,0,-1.2,1,1,1
0,1,-1,0,-31,4,-0.2,1,1,-1,1,-1
1,2,-2,3,1,1,0,0,-6.2,1,1,1
1,6,-6,4,7,-2,0.6,1,5.5,1,0,1
0,-2,2,-1,0,0,-0.6,0,-1.7,-1,-1,-1
1,10,-10,17,4,1,0.6,0,3.6,-1,0,1
0,0,0,-1,0,1,0,0,0.6,0,0,1
1,5,-5,7,47,2,0.2,0,0,1,1,1
0,-2,2,-2,2,0,0.2,0,0.5,-1,1,-1
1,2,-2,3,75,-4,-0.2,0,-5,1,0,1
0,-3,3,-10,18,-3,-0.4,0,-0.8,-1,1,-1
1,2,-2,1,-3,2,0.6,0,2.4,1,1,-1
0,8,-8,10,1,1,0.8,0,3.2,-1,0,1
1,2,-2,3,3,-2,-0.2,0,-0.2,0,0,-1
1,-3,3,1,7,0,-0.4,0,-5,0,0,-1
0,-2,2,-3,-33,-6,-0.2,0,-2.5,-1,0,-1
0,-2,2,-2,5,1,-0.4,0,3.8,0,0,1
0,-5,5,-8,2,-1,-0.4,0,-1,0,0,-1
0,-6,6,-8,-5,2,-0.4,0,-1.6,-1,0,1
1,1,-1,3,-4,2,0,0,-4,1,0,-1
0,0,0,2,2,1,-0.4,0,-5.3,1,0,-1
0,-6,6,-4,-17,-4,-1.2,0,-2.6,-1,0,-1
0,-3,3,3,-3,0,-0.8,0,-5.2,-1,0,-1
1,4,-4,9,-1,-1,0.6,0,-1.2,1,0,1
1,4,-4,3,1,-1,0,0,6.5,1,1,1
1,2,-2,-2,-22,2,0.4,0,-1.8,0,0,1
0,2,-2,6,-2,3,0.2,0,1.4,1,-1,-1
1,-5,5,-2,-10,5,-0.6,0,-2.4,1,-1,-1
0,-6,6,-7,72,1,-1.2,0,-2,-1,0,-1
0,1,-1,-3,-1,1,0.4,0,0.2,-1,0,1
1,6,-6,5,0,-1,0.6,0,2.1,1,1,1
1,4,-4,4,3,-3,0,0,-0.7,1,1,1
1,2,-2,3,67,-3,1,0,9.6,-1,0,1
0,-3,3,-8,-25,-1,0,0,-1,-1,0,-1
1,4,-4,1,3,0,0.4,0,4.1,-1,0,1
1,0,0,0,-34,1,0,0,3.1,0,0,-1
0,-3,3,-5,19,1,0.2,0,2.9,-1,0,1
0,3,-3,7,-6,-2,0,0,-1.8,0,-1,-1
1,8,-8,7,35,2,0.6,0,-2,1,0,1
1,6,-6,6,3,0,0.6,0,-2.2,-1,1,1
0,-3,3,2,1,-2,0,0,-2.7,-1,1,-1
0,-2,2,-2,1,-3,-0.6,0,-5.2,-1,-1,-1
0,0,0,-4,-1,0,0,0,-0.8,1,0,-1
1,6,-6,14,51,0,0.2,0,1.2,0,0,1
0,0,0,-4,-4,5,0,0,-2.2,1,0,1
0,-6,6,-1,66,-3,-0.8,0,0.3,0,0,-1
0,0,0,-3,1,2,0,0,-3.5,1,1,1
1,7,-7,6,3,-2,1,0,3.2,0,1,1
0,-5,5,-1,4,-2,-0.4,0,-3.1,-1,0,-1
1,6,-6,2,1,-1,1,2,3.2,-1,1,-1
0,-9,9,-7,-6,-1,-1,0,-6.3,-1,-1,-1
1,5,-5,-2,2,1,0.8,1,6.4,1,1,1
0,-4,4,-6,0,0,-0.4,0,4.5,1,1,-1
0,4,-4,3,-39,1,0.4,0,-1.9,0,0,-1
1,6,-6,6,1,1,0.8,0,2.4,1,0,1
1,2,-2,-4,31,1,0.4,0,-1.7,1,0,1
1,1,-1,3,-6,2,0.2,0,3.8,1,0,1
0,1,-1,3,-44,-5,0,0,-2.6,-1,0,1
0,-4,4,-2,63,-1,-0.2,0,-2.4,0,-1,-1
1,0,0,-2,-19,-2,-0.2,0,-0.5,1,0,1
1,11,-11,13,-5,0,0.6,0,5.7,-1,1,1
1,5,-5,11,-36,-2,0.2,0,-1,1,1,1
0,1,-1,0,2,-1,-0.2,0,3.5,0,0,1
1,-3,3,-3,4,-2,0,0,-1.1,-1,-1,1
0,0,0,-3,-4,3,-0.2,0,-6.8,0,1,1
1,-1,1,0,5,-4,0,0,-1,-1,0,1
1,3,-3,1,0,0,0.6,0,-2.1,0,0,-1
1,7,-7,4,6,-3,0.8,0,-0.2,0,0,1
1,4,-4,11,1,-1,0,0,-0.4,1,-1,1
0,-4,4,-3,-1,-1,-0.6,0,-2.4,-1,0,-1
0,5,-5,1,57,-8,0,0,-1.6,-1,-1,1
0,-2,2,-1,44,0,-0.4,0,-2.4,-1,-1,1
1,4,-4,7,14,3,0.6,0,4.9,-1,0,-1
0,-1,1,0,-22,-5,-0.4,0,0.9,0,0,-1
1,1,-1,-1,0,1,0.6,0,-2.2,1,0,1
1,-2,2,-4,0,2,-0.6,0,1.7,-1,1,-1
0,-1,1,-1,19,2,-0.2,0,-2.5,0,0,-1
0,-5,5,-6,-6,-1,-1,0,-2.7,-1,0,-1
0,1,-1,10,-32,6,0,0,-3.5,-1,1,1
1,1,-1,7,5,0,0,0,-1.4,0,0,-1
0,-1,1,-7,-7,-1,-0.2,0,-3.2,0,0,-1
0,-8,8,-10,-64,-3,-1.2,-1,-6.8,0,-1,-1
1,-3,3,0,0,-1,0.2,0,2.3,1,-1,1
1,4,-4,2,2,-1,0.6,0,0,1,1,1
1,4,-4,4,4,1,0.6,0,0,-1,0,-1
1,-4,4,-9,-3,1,0,1,4.9,-1,1,-1
0,-2,2,-3,2,2,-0.2,0,2.4,0,0,1
1,2,-2,6,1,0,0,0,0.6,-1,0,1
1,4,-4,-2,74,3,0,0,3.4,1,0,1
1,0,0,-1,-2,3,0,0,-0.8,1,1,1
0,-5,5,-8,-3,-1,-0.6,0,-1.3,0,-1,-1
0,9,-9,7,-3,0,0,0,-0.5,1,1,1
0,-1,1,-2,-3,0,-0.8,0,-3.6,0,0,1
0,3,-3,3,3,0,0,0,2.8,-1,0,-1
0,1,-1,4,-41,-1,-0.2,0,-1.1,-1,1,1
0,-5,5,-9,-2,3,0,0,0.2,-1,0,-1
1,5,-5,-10,-155,4,0.6,1,8.2,0,0,1
1,0,0,-1,2,-3,-0.2,0,2.1,1,-1,-1
1,1,-1,3,-59,-1,-0.4,0,-1.7,1,1,1
0,2,-2,4,2,-1,0,0,-2.6,0,0,-1
1,1,-1,1,-23,0,0.2,0,0.5,-1,0,-1
0,-9,9,-10,3,-1,-0.4,-1,-1.3,0,-1,-1
0,-3,3,-10,-24,-4,-0.4,0,-3.8,1,0,-1
1,2,-2,4,-6,-2,0.2,0,5.3,-1,0,1
0,4,-4,3,0,-7,0.2,0,1.3,1,0,1
0,-1,1,5,4,2,0,0,4.7,1,0,1
0,4,-4,1,-3,4,1,0,1.8,-1,0,-1
0,2,-2,-1,-3,2,0.4,0,-2.7,-1,0,-1
0,-7,7,-10,-2,2,-1,0,-6.2,-1,0,-1
0,-5,5,-4,20,-1,-0.6,0,-7,0,-1,-1
0,-3,3,-5,-2,-3,-0.6,0,-3,0,0,-1
1,-1,1,-5,-7,-1,0,-1,4,1,0,1
1,5,-5,4,5,3,0,0,-2.2,-1,0,-1
1,12,-12,11,1,1,0.8,0,3.4,1,0,1
1,0,0,1,4,1,-0.4,0,-1.4,-1,0,-1
1,8,-8,10,3,2,0.4,0,0.2,1,0,1
1,4,-4,0,-1,-2,0.8,0,6.4,1,0,1
1,5,-5,8,5,-1,0,0,-0.3,1,0,1
0,-1,1,-5,-27,2,0,0,2,1,0,1
1,2,-2,1,0,0,0,0,3.6,1,1,-1
1,1,-1,-3,-9,-2,0.6,0,-1.3,-1,0,-1
1,7,-7,15,13,-1,0.4,0,0.2,1,1,1
0,-1,1,3,-5,5,0.4,0,1.9,1,0,-1
1,3,-3,3,0,1,0.6,0,3.2,1,1,1
0,-2,2,-9,-2,7,0.2,0,-2.7,0,1,-1
0,-4,4,-8,-1,1,-0.2,-1,-1,1,0,1
0,0,0,-6,6,4,-0.2,0,-3.4,0,1,-1
0,3,-3,4,0,0,0.4,0,2.1,1,-1,1
0,-8,8,-3,-4,-1,-1.2,0,-4.4,-1,0,-1
1,-1,1,-4,2,0,-0.2,0,1.4,-1,0,1
0,4,-4,4,-26,0,0.8,1,3.7,0,1,1
0,-1,1,1,12,-2,-0.2,0,2.3,-1,0,-1
0,4,-4,4,-3,2,0.4,0,3.8,-1,0,1
0,-3,3,-5,-6,2,-0.4,0,1.2,1,-1,-1
1,1,-1,1,0,0,0,0,2.9,-1,1,1
0,0,0,-1,3,1,-0.4,0,-2.8,-1,1,1
0,0,0,3,-24,0,0.4,-1,-1.3,-1,0,1
0,1,-1,-1,-45,1,0.4,0,3.1,1,-1,1
0,-5,5,-6,-58,2,-0.4,0,0.3,1,-1,-1
1,0,0,3,2,0,0,0,-0.4,1,0,1
0,-3,3,0,-5,-2,-0.6,-1,-3.2,1,0,1
0,3,-3,4,-7,3,0.4,0,4.7,0,0,1
0,-4,4,-8,5,-5,-0.4,0,-4.9,-1,0,-1
0,-3,3,-6,0,-2,-0.4,0,-1.2,-1,0,1
0,4,-4,1,2,-1,0.4,0,0.3,0,-1,-1
1,0,0,1,9,2,0,0,-0.3,-1,0,-1
0,-3,3,-6,0,3,-0.2,0,1.2,-1,0,-1
1,-5,5,-5,14,2,0,0,2.1,-1,0,-1
1,-2,2,-4,-7,3,0.2,0,1.6,-1,1,-1
1,2,-2,-1,1,-4,0.2,0,0,-1,0,-1
0,-1,1,2,0,-1,-0.6,0,-6.1,0,0,-1
0,-4,4,-3,-1,1,-1,0,-3.5,-1,0,1
0,-1,1,-4,5,1,-0.2,0,0.5,-1,0,1
0,0,0,1,-3,2,0.6,0,1,-1,1,1
0,-1,1,2,2,-1,-0.2,0,-1.8,1,0,1
1,-5,5,0,-4,5,-0.4,0,-1.4,1,0,-1
1,1,-1,5,7,1,-0.2,0,-4.7,1,0,-1
0,-3,3,-7,1,0,0,0,-1.8,0,-1,-1
1,6,-6,9,4,-2,0.8,0,5.4,1,1,1
1,5,-5,5,5,1,0.6,2,3.4,1,1,1
0,0,0,2,-1,-3,0.2,0,-0.4,-1,0,-1
1,-1,1,-4,0,2,-0.2,0,2,-1,0,1
0,-3,3,-3,-63,3,-0.4,0,-4.4,1,0,-1
1,2,-2,3,-4,0,0.2,0,0,-1,0,1
0,-5,5,-1,-9,-3,-0.4,0,-5.8,0,1,1
1,3,-3,2,-16,-3,0.2,0,0.9,0,0,1
1,0,0,-1,-19,4,0.4,0,-0.6,-1,0,-1
0,-4,4,-8,-28,3,0,0,-1,-1,1,-1
1,-1,1,-3,3,1,0.4,0,4,0,0,1
1,4,-4,5,3,4,0.4,0,1,-1,-1,1
0,-7,7,-18,-4,1,-0.4,0,-1.3,1,1,-1
0,-3,3,0,-2,-2,-0.4,0,-2.2,1,0,1
0,-6,6,-17,6,0,-0.8,0,0,1,0,-1
1,-2,2,-1,-53,1,0,0,0.7,-1,0,-1
0,-3,3,-1,4,-3,0,0,0.2,-1,1,-1
0,0,0,3,2,0,-0.6,0,-2.1,1,-1,1
0,5,-5,-1,40,-12,1,0,4.6,0,0,-1
1,2,-2,7,10,2,0.6,0,5.4,1,0,1
0,5,-5,7,4,-4,0.2,0,5.1,1,-1,-1
1,0,0,0,4,1,0.8,0,4,1,1,-1
0,-9,9,-15,-3,0,-0.8,0,3.7,-1,0,-1
0,1,-1,1,4,-1,0,0,0.1,1,0,1
1,5,-5,4,2,4,0.4,0,5.6,0,0,1
1,3,-3,4,-1,2,0.2,0,5.2,1,0,1
0,0,0,0,-4,3,0.2,0,1.9,1,0,1
0,-1,1,0,1,1,-0.4,0,-0.3,0,0,1
0,4,-4,7,71,1,0.2,0,-3.4,1,1,-1
1,-1,1,-5,0,0,-0.2,0,-1,0,-1,-1
1,2,-2,11,1,0,0.2,0,1.2,-1,0,1
0,3,-3,5,3,1,0.2,0,0,-1,1,1
1,1,-1,3,-2,0,0,0,-2.6,-1,0,-1
1,3,-3,-2,9,0,0.4,0,4.1,1,0,1
1,4,-4,3,0,3,0.6,0,7.9,0,0,1
1,-1,1,1,2,3,0,0,0.5,1,-1,1
0,-2,2,-3,-1,1,-0.2,0,-0.7,-1,0,-1
0,0,0,0,-5,0,0.2,0,1.6,1,0,1
0,0,0,5,-26,18,-0.4,0,-1,0,0,-1
1,1,-1,-2,2,-2,0.2,0,2.8,-1,0,1
0,-2,2,0,-19,0,0,0,-2.9,-1,0,-1
1,-2,2,-2,-1,0,-0.2,0,-1.1,0,1,-1
0,4,-4,3,2,2,0.6,-1,0.2,1,-1,-1
0,-1,1,2,-23,-2,-0.4,0,-3.5,1,-1,1
0,-6,6,-11,22,0,-0.6,0,-5.9,-1,-1,-1
1,-4,4,-12,5,-3,-0.2,0,4.3,-1,0,-1
0,1,-1,-5,2,-1,-0.2,0,0,0,0,1
0,-13,13,-9,40,3,-1.4,0,-4.7,1,0,-1
0,0,0,-6,-3,-1,-0.2,0,-1.9,1,0,1
1,4,-4,3,-9,5,-0.2,0,-0.8,0,1,1
0,-9,9,-12,-3,-1,-0.8,0,-5,-1,0,-1
1,0,0,-1,7,-2,-0.2,0,0.1,0,0,1
1,2,-2,8,0,-2,0.4,0,-4.2,-1,-1,-1
1,3,-3,4,1,2,0.4,0,2.7,0,0,1
0,-5,5,-4,2,1,-0.8,0,-1.2,0,-1,1
1,0,0,-1,5,-1,0,0,2.5,0,1,1
1,-3,3,9,3,-2,-0.2,0,-3.5,-1,1,-1
1,-2,2,-4,1,0,0.2,0,-1.3,-1,0,-1
0,-5,5,-6,-1,3,-0.6,0,-0.2,-1,0,-1
1,2,-2,5,-15,3,0.2,0,1,1,0,1
1,-3,3,-7,-2,-1,0.2,0,-1.9,1,0,1
0,-6,6,-11,-2,-4,-0.6,0,-0.9,1,0,-1
0,3,-3,5,4,-3,-0.2,0,-3.5,-1,0,1
0,-3,3,-5,22,-2,-0.6,-1,-0.9,1,0,-1
0,1,-1,-1,17,6,0.6,0,1.2,-1,1,1
0,3,-3,3,8,0,0,0,-7,-1,0,1
1,7,-7,14,2,5,1.2,1,11,0,0,1
1,5,-5,7,4,1,0.8,0,3.7,-1,1,1
0,0,0,1,-16,-3,0.4,0,1.5,1,0,-1
1,1,-1,-3,6,-3,0,0,2.3,-1,0,-1
1,2,-2,1,-20,0,-0.4,1,1.5,1,1,1
0,1,-1,0,-2,-3,-0.4,0,-0.7,1,0,1
0,2,-2,2,-5,1,0,0,-0.4,-1,1,1
0,-3,3,-7,-9,0,0,1,-1.8,-1,1,-1
0,-2,2,0,-4,0,-0.6,0,-1.8,-1,0,1
1,-3,3,0,7,-1,-0.6,0,-2.3,1,-1,1
0,-3,3,-11,9,-3,-0.2,0,-7.2,-1,0,-1
0,3,-3,2,1,-2,0.2,0,1.3,1,1,1
1,6,-6,6,-23,2,0.4,1,5.9,1,0,1
1,7,-7,9,1,0,0,1,4.8,1,0,1
1,2,-2,5,0,0,0.4,0,2.9,0,0,1
1,5,-5,6,-3,2,0.6,0,1.3,1,0,1
1,1,-1,3,5,-2,-0.2,0,-5.2,1,-1,1
0,2,-2,0,-2,1,0.2,0,-0.5,1,1,1
0,0,0,-2,-21,1,0,0,3.5,1,0,-1
0,-2,2,-1,3,-3,-0.8,-1,-6.2,0,0,-1
1,-1,1,-10,-1,1,0.2,0,3.4,-1,0,-1
0,-2,2,-4,1,0,0.2,0,-0.3,-1,0,1
1,-3,3,-2,8,-4,0,0,0.8,1,1,-1
1,7,-7,14,4,-1,0.2,0,5.3,1,-1,-1
1,0,0,-7,-25,1,0,0,-0.5,1,0,1
0,-4,4,-4,35,1,-0.2,0,-3.9,1,0,-1
0,5,-5,3,-6,1,0,0,-1.3,1,0,-1
1,-1,1,-9,-11,-1,0,0,-0.5,1,1,1
1,-1,1,-2,-19,1,0.2,0,4.9,-1,0,1
1,5,-5,12,1,-2,0.4,0,-2,-1,0,-1
0,1,-1,5,-24,9,-0.2,0,-0.9,-1,1,1
1,2,-2,-1,-1,0,0.2,0,-0.7,0,0,1
0,0,0,-4,-7,3,0,0,0.6,-1,1,1
1,4,-4,5,1,-2,0.2,0,0.9,1,0,1
0,1,-1,5,-1,1,0,1,1.2,1,0,1
1,-1,1,0,-4,3,-0.2,0,-2.6,1,0,-1
0,1,-1,1,14,-2,0,0,2.7,0,0,-1
0,-4,4,-10,4,-3,-0.2,0,-4.2,-1,0,-1
0,-5,5,-9,1,-1,-0.6,0,-0.5,-1,0,-1
0,-6,6,-7,30,0,-0.4,0,-7.6,1,0,-1
0,1,-1,-1,-3,1,-0.2,0,1.7,0,0,-1
1,5,-5,4,1,2,0.6,0,3.4,0,0,1
0,-1,1,-2,4,-1,-0.4,0,-3.7,-1,-1,-1
1,1,-1,0,-5,3,-0.2,0,3,-1,1,1
0,6,-6,3,-5,0,0.6,0,0.9,0,0,-1
0,-7,7,-8,-2,4,-0.4,0,0.2,1,0,-1
0,-1,1,1,-4,2,-0.2,0,0.5,-1,-1,-1
0,-5,5,-7,0,1,-0.4,0,-5.4,0,0,-1
1,1,-1,1,-1,-1,0.2,0,-2.3,1,0,1
0,-2,2,-6,47,1,-0.2,0,3.9,-1,0,-1
1,8,-8,13,-1,2,0.8,0,4.8,0,0,1
1,-1,1,-6,-59,-3,-0.2,0,2.3,1,1,-1
0,-6,6,-7,-5,2,-0.2,0,4.2,0,0,-1
1,3,-3,7,7,-1,0.6,0,1.3,1,-1,-1
0,-3,3,-3,3,-3,-0.6,0,-2.3,-1,1,-1
0,-4,4,-7,0,1,-0.2,0,4,0,0,1
0,-3,3,-3,-10,2,0,0,2.9,-1,0,-1
1,8,-8,8,-12,4,0.8,0,7.2,1,0,1
1,11,-11,13,-31,-1,0.6,0,4.5,1,0,1
0,-1,1,-1,5,-2,-0.2,0,1.8,-1,-1,-1
0,-6,6,-7,1,-2,-1,0,-3.8,1,0,-1
1,2,-2,2,-6,-4,0,0,-1,-1,1,1
0,-9,9,-8,-17,0,-1,-1,-0.9,0,0,-1
0,-9,9,-8,-2,-5,-0.6,0,-3.5,-1,0,-1
1,6,-6,1,1,-2,0.8,0,6.2,1,1,1
0,-3,3,-2,-21,2,-1,0,-6.4,1,0,1
0,-1,1,-3,1,2,-0.4,0,-2.1,0,-1,-1
0,2,-2,1,-6,-2,0,0,0.3,0,1,-1
1,-2,2,1,-1,5,-0.4,0,0.5,1,0,-1
0,-5,5,-6,-3,2,0.2,0,2.9,-1,0,-1
1,-1,1,-2,-10,0,0,0,-3.3,1,-1,-1
0,-1,1,4,-1,1,-0.2,0,-2.9,1,0,-1
1,5,-5,7,-42,2,0.6,1,1.3,1,1,1
0,-1,1,-3,6,-1,0,0,1.2,-1,1,-1
0,1,-1,2,22,0,-0.4,0,-3.2,-1,1,1
1,6,-6,8,2,-1,0.4,0,-3.8,-1,0,1
1,0,0,5,3,0,0.2,0,-1.6,1,-1,-1
1,4,-4,9,-4,1,0.2,0,-4.4,1,0,1
0,0,0,0,3,-3,0,0,-3.5,-1,0,-1
0,-2,2,-2,-8,-2,-0.2,0,-1.9,1,1,-1
1,4,-4,7,1,3,0.8,0,-1.1,1,0,1
0,3,-3,8,-38,0,0.6,0,4.7,-1,0,1
0,-3,3,-1,27,1,-0.2,0,-1.9,0,0,1
1,2,-2,4,16,-3,0.6,0,-3.2,-1,0,-1
0,-6,6,-3,4,-1,-0.4,0,-3.4,-1,0,-1
1,2,-2,6,-4,-3,0.4,0,-1.6,1,1,1
0,-2,2,-2,1,0,-0.4,0,-2.2,-1,0,1
1,0,0,4,22,-1,0,0,2.7,0,0,-1
0,3,-3,0,7,-2,0.4,0,1.9,1,-1,1
0,-8,8,-10,-5,-4,-1,0,-12,-1,-1,-1
1,7,-7,6,-24,-2,0.6,0,1.8,1,0,1
1,6,-6,4,-28,2,0.2,0,2.3,1,0,1
1,-1,1,-5,-7,-3,-0.4,0,-1.1,1,0,1
0,-1,1,-4,-46,2,0,0,2.5,-1,0,1
1,0,0,2,0,-1,0,0,3.7,1,0,-1
0,-2,2,-1,31,-1,0.2,0,-2.3,0,0,1
0,-2,2,-2,1,2,-0.2,0,1.8,1,0,-1
0,-1,1,-2,6,2,-0.4,0,-2.7,1,0,1
0,-2,2,-4,0,1,-0.2,0,-2.7,-1,0,1
1,0,0,0,0,1,-0.4,0,-5.1,-1,0,-1
1,6,-6,7,109,0,0.2,0,1,-1,0,1
1,2,-2,4,3,1,0,0,-0.6,-1,0,-1
1,3,-3,5,-60,-1,0.4,0,5.4,1,1,-1
0,0,0,-9,1,0,0.2,0,-2.4,1,0,-1
1,-1,1,1,-4,-1,-0.4,0,-2.5,-1,0,-1
1,8,-8,7,4,1,0.6,0,2.9,1,1,1
0,-1,1,0,4,-3,0,0,-1.4,1,0,-1
1,6,-6,8,1,-1,0.6,0,6,1,1,1
1,4,-4,10,-2,3,0.4,0,-1.4,1,1,1
